"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"09/10/2018 01:00:00 - 09/10/2018 02:00:00","BZN|FR","Without Sequence","58.09","",""
"09/10/2018 02:00:00 - 09/10/2018 03:00:00","BZN|FR","Without Sequence","56.68","",""
"09/10/2018 03:00:00 - 09/10/2018 04:00:00","BZN|FR","Without Sequence","52.60","",""
"09/10/2018 04:00:00 - 09/10/2018 05:00:00","BZN|FR","Without Sequence","55.77","",""
"09/10/2018 05:00:00 - 09/10/2018 06:00:00","BZN|FR","Without Sequence","60.77","",""
"09/10/2018 06:00:00 - 09/10/2018 07:00:00","BZN|FR","Without Sequence","74.27","",""
"09/10/2018 07:00:00 - 09/10/2018 08:00:00","BZN|FR","Without Sequence","93.26","",""
"09/10/2018 08:00:00 - 09/10/2018 09:00:00","BZN|FR","Without Sequence","98.69","",""
"09/10/2018 09:00:00 - 09/10/2018 10:00:00","BZN|FR","Without Sequence","92.41","",""
"09/10/2018 10:00:00 - 09/10/2018 11:00:00","BZN|FR","Without Sequence","84.27","",""
"09/10/2018 11:00:00 - 09/10/2018 12:00:00","BZN|FR","Without Sequence","72.20","",""
"09/10/2018 12:00:00 - 09/10/2018 13:00:00","BZN|FR","Without Sequence","72.05","",""
"09/10/2018 13:00:00 - 09/10/2018 14:00:00","BZN|FR","Without Sequence","71.00","",""
"09/10/2018 14:00:00 - 09/10/2018 15:00:00","BZN|FR","Without Sequence","66.72","",""
"09/10/2018 15:00:00 - 09/10/2018 16:00:00","BZN|FR","Without Sequence","67.25","",""
"09/10/2018 16:00:00 - 09/10/2018 17:00:00","BZN|FR","Without Sequence","70.79","",""
"09/10/2018 17:00:00 - 09/10/2018 18:00:00","BZN|FR","Without Sequence","83.20","",""
"09/10/2018 18:00:00 - 09/10/2018 19:00:00","BZN|FR","Without Sequence","90.00","",""
"09/10/2018 19:00:00 - 09/10/2018 20:00:00","BZN|FR","Without Sequence","110.28","",""
"09/10/2018 20:00:00 - 09/10/2018 21:00:00","BZN|FR","Without Sequence","92.55","",""
"09/10/2018 21:00:00 - 09/10/2018 22:00:00","BZN|FR","Without Sequence","80.71","",""
"09/10/2018 22:00:00 - 09/10/2018 23:00:00","BZN|FR","Without Sequence","70.02","",""
"09/10/2018 23:00:00 - 10/10/2018 00:00:00","BZN|FR","Without Sequence","70.02","",""
"10/10/2018 00:00:00 - 10/10/2018 01:00:00","BZN|FR","Without Sequence","57.52","",""
"10/10/2018 01:00:00 - 10/10/2018 02:00:00","BZN|FR","Without Sequence","55.13","",""
"10/10/2018 02:00:00 - 10/10/2018 03:00:00","BZN|FR","Without Sequence","54.88","",""
"10/10/2018 03:00:00 - 10/10/2018 04:00:00","BZN|FR","Without Sequence","54.05","",""
"10/10/2018 04:00:00 - 10/10/2018 05:00:00","BZN|FR","Without Sequence","54.64","",""
"10/10/2018 05:00:00 - 10/10/2018 06:00:00","BZN|FR","Without Sequence","55.46","",""
"10/10/2018 06:00:00 - 10/10/2018 07:00:00","BZN|FR","Without Sequence","72.16","",""
"10/10/2018 07:00:00 - 10/10/2018 08:00:00","BZN|FR","Without Sequence","88.00","",""
"10/10/2018 08:00:00 - 10/10/2018 09:00:00","BZN|FR","Without Sequence","93.22","",""
"10/10/2018 09:00:00 - 10/10/2018 10:00:00","BZN|FR","Without Sequence","86.84","",""
"10/10/2018 10:00:00 - 10/10/2018 11:00:00","BZN|FR","Without Sequence","80.81","",""
"10/10/2018 11:00:00 - 10/10/2018 12:00:00","BZN|FR","Without Sequence","74.49","",""
"10/10/2018 12:00:00 - 10/10/2018 13:00:00","BZN|FR","Without Sequence","73.00","",""
"10/10/2018 13:00:00 - 10/10/2018 14:00:00","BZN|FR","Without Sequence","69.39","",""
"10/10/2018 14:00:00 - 10/10/2018 15:00:00","BZN|FR","Without Sequence","65.27","",""
"10/10/2018 15:00:00 - 10/10/2018 16:00:00","BZN|FR","Without Sequence","61.45","",""
"10/10/2018 16:00:00 - 10/10/2018 17:00:00","BZN|FR","Without Sequence","61.19","",""
"10/10/2018 17:00:00 - 10/10/2018 18:00:00","BZN|FR","Without Sequence","69.30","",""
"10/10/2018 18:00:00 - 10/10/2018 19:00:00","BZN|FR","Without Sequence","70.68","",""
"10/10/2018 19:00:00 - 10/10/2018 20:00:00","BZN|FR","Without Sequence","79.28","",""
"10/10/2018 20:00:00 - 10/10/2018 21:00:00","BZN|FR","Without Sequence","73.82","",""
"10/10/2018 21:00:00 - 10/10/2018 22:00:00","BZN|FR","Without Sequence","60.25","",""
"10/10/2018 22:00:00 - 10/10/2018 23:00:00","BZN|FR","Without Sequence","62.40","",""
"10/10/2018 23:00:00 - 11/10/2018 00:00:00","BZN|FR","Without Sequence","62.40","",""
"11/10/2018 00:00:00 - 11/10/2018 01:00:00","BZN|FR","Without Sequence","56.93","",""
"11/10/2018 01:00:00 - 11/10/2018 02:00:00","BZN|FR","Without Sequence","53.53","",""
"11/10/2018 02:00:00 - 11/10/2018 03:00:00","BZN|FR","Without Sequence","50.03","",""
"11/10/2018 03:00:00 - 11/10/2018 04:00:00","BZN|FR","Without Sequence","45.82","",""
"11/10/2018 04:00:00 - 11/10/2018 05:00:00","BZN|FR","Without Sequence","40.19","",""
"11/10/2018 05:00:00 - 11/10/2018 06:00:00","BZN|FR","Without Sequence","49.87","",""
"11/10/2018 06:00:00 - 11/10/2018 07:00:00","BZN|FR","Without Sequence","56.12","",""
"11/10/2018 07:00:00 - 11/10/2018 08:00:00","BZN|FR","Without Sequence","72.96","",""
"11/10/2018 08:00:00 - 11/10/2018 09:00:00","BZN|FR","Without Sequence","73.36","",""
"11/10/2018 09:00:00 - 11/10/2018 10:00:00","BZN|FR","Without Sequence","73.36","",""
"11/10/2018 10:00:00 - 11/10/2018 11:00:00","BZN|FR","Without Sequence","73.17","",""
"11/10/2018 11:00:00 - 11/10/2018 12:00:00","BZN|FR","Without Sequence","70.78","",""
"11/10/2018 12:00:00 - 11/10/2018 13:00:00","BZN|FR","Without Sequence","70.15","",""
"11/10/2018 13:00:00 - 11/10/2018 14:00:00","BZN|FR","Without Sequence","66.83","",""
"11/10/2018 14:00:00 - 11/10/2018 15:00:00","BZN|FR","Without Sequence","62.00","",""
"11/10/2018 15:00:00 - 11/10/2018 16:00:00","BZN|FR","Without Sequence","60.37","",""
"11/10/2018 16:00:00 - 11/10/2018 17:00:00","BZN|FR","Without Sequence","65.06","",""
"11/10/2018 17:00:00 - 11/10/2018 18:00:00","BZN|FR","Without Sequence","72.85","",""
"11/10/2018 18:00:00 - 11/10/2018 19:00:00","BZN|FR","Without Sequence","81.30","",""
"11/10/2018 19:00:00 - 11/10/2018 20:00:00","BZN|FR","Without Sequence","88.50","",""
"11/10/2018 20:00:00 - 11/10/2018 21:00:00","BZN|FR","Without Sequence","76.67","",""
"11/10/2018 21:00:00 - 11/10/2018 22:00:00","BZN|FR","Without Sequence","72.82","",""
"11/10/2018 22:00:00 - 11/10/2018 23:00:00","BZN|FR","Without Sequence","69.68","",""
"11/10/2018 23:00:00 - 12/10/2018 00:00:00","BZN|FR","Without Sequence","69.68","",""
"12/10/2018 00:00:00 - 12/10/2018 01:00:00","BZN|FR","Without Sequence","57.22","",""
"12/10/2018 01:00:00 - 12/10/2018 02:00:00","BZN|FR","Without Sequence","54.99","",""
"12/10/2018 02:00:00 - 12/10/2018 03:00:00","BZN|FR","Without Sequence","52.25","",""
"12/10/2018 03:00:00 - 12/10/2018 04:00:00","BZN|FR","Without Sequence","45.64","",""
"12/10/2018 04:00:00 - 12/10/2018 05:00:00","BZN|FR","Without Sequence","45.80","",""
"12/10/2018 05:00:00 - 12/10/2018 06:00:00","BZN|FR","Without Sequence","49.64","",""
"12/10/2018 06:00:00 - 12/10/2018 07:00:00","BZN|FR","Without Sequence","56.63","",""
"12/10/2018 07:00:00 - 12/10/2018 08:00:00","BZN|FR","Without Sequence","69.87","",""
"12/10/2018 08:00:00 - 12/10/2018 09:00:00","BZN|FR","Without Sequence","71.47","",""
"12/10/2018 09:00:00 - 12/10/2018 10:00:00","BZN|FR","Without Sequence","69.76","",""
"12/10/2018 10:00:00 - 12/10/2018 11:00:00","BZN|FR","Without Sequence","69.64","",""
"12/10/2018 11:00:00 - 12/10/2018 12:00:00","BZN|FR","Without Sequence","66.14","",""
"12/10/2018 12:00:00 - 12/10/2018 13:00:00","BZN|FR","Without Sequence","63.73","",""
"12/10/2018 13:00:00 - 12/10/2018 14:00:00","BZN|FR","Without Sequence","54.08","",""
"12/10/2018 14:00:00 - 12/10/2018 15:00:00","BZN|FR","Without Sequence","53.48","",""
"12/10/2018 15:00:00 - 12/10/2018 16:00:00","BZN|FR","Without Sequence","55.00","",""
"12/10/2018 16:00:00 - 12/10/2018 17:00:00","BZN|FR","Without Sequence","56.96","",""
"12/10/2018 17:00:00 - 12/10/2018 18:00:00","BZN|FR","Without Sequence","67.32","",""
"12/10/2018 18:00:00 - 12/10/2018 19:00:00","BZN|FR","Without Sequence","69.94","",""
"12/10/2018 19:00:00 - 12/10/2018 20:00:00","BZN|FR","Without Sequence","79.08","",""
"12/10/2018 20:00:00 - 12/10/2018 21:00:00","BZN|FR","Without Sequence","72.82","",""
"12/10/2018 21:00:00 - 12/10/2018 22:00:00","BZN|FR","Without Sequence","66.91","",""
"12/10/2018 22:00:00 - 12/10/2018 23:00:00","BZN|FR","Without Sequence","64.98","",""
"12/10/2018 23:00:00 - 13/10/2018 00:00:00","BZN|FR","Without Sequence","64.98","",""
"13/10/2018 00:00:00 - 13/10/2018 01:00:00","BZN|FR","Without Sequence","56.89","",""
"13/10/2018 01:00:00 - 13/10/2018 02:00:00","BZN|FR","Without Sequence","54.11","",""
"13/10/2018 02:00:00 - 13/10/2018 03:00:00","BZN|FR","Without Sequence","51.39","",""
"13/10/2018 03:00:00 - 13/10/2018 04:00:00","BZN|FR","Without Sequence","42.99","",""
"13/10/2018 04:00:00 - 13/10/2018 05:00:00","BZN|FR","Without Sequence","44.87","",""
"13/10/2018 05:00:00 - 13/10/2018 06:00:00","BZN|FR","Without Sequence","43.91","",""
"13/10/2018 06:00:00 - 13/10/2018 07:00:00","BZN|FR","Without Sequence","48.38","",""
"13/10/2018 07:00:00 - 13/10/2018 08:00:00","BZN|FR","Without Sequence","58.71","",""
"13/10/2018 08:00:00 - 13/10/2018 09:00:00","BZN|FR","Without Sequence","62.90","",""
"13/10/2018 09:00:00 - 13/10/2018 10:00:00","BZN|FR","Without Sequence","65.92","",""
"13/10/2018 10:00:00 - 13/10/2018 11:00:00","BZN|FR","Without Sequence","63.22","",""
"13/10/2018 11:00:00 - 13/10/2018 12:00:00","BZN|FR","Without Sequence","60.30","",""
"13/10/2018 12:00:00 - 13/10/2018 13:00:00","BZN|FR","Without Sequence","58.12","",""
"13/10/2018 13:00:00 - 13/10/2018 14:00:00","BZN|FR","Without Sequence","53.65","",""
"13/10/2018 14:00:00 - 13/10/2018 15:00:00","BZN|FR","Without Sequence","47.25","",""
"13/10/2018 15:00:00 - 13/10/2018 16:00:00","BZN|FR","Without Sequence","45.88","",""
"13/10/2018 16:00:00 - 13/10/2018 17:00:00","BZN|FR","Without Sequence","52.45","",""
"13/10/2018 17:00:00 - 13/10/2018 18:00:00","BZN|FR","Without Sequence","60.46","",""
"13/10/2018 18:00:00 - 13/10/2018 19:00:00","BZN|FR","Without Sequence","64.93","",""
"13/10/2018 19:00:00 - 13/10/2018 20:00:00","BZN|FR","Without Sequence","72.82","",""
"13/10/2018 20:00:00 - 13/10/2018 21:00:00","BZN|FR","Without Sequence","75.40","",""
"13/10/2018 21:00:00 - 13/10/2018 22:00:00","BZN|FR","Without Sequence","66.95","",""
"13/10/2018 22:00:00 - 13/10/2018 23:00:00","BZN|FR","Without Sequence","65.56","",""
"13/10/2018 23:00:00 - 14/10/2018 00:00:00","BZN|FR","Without Sequence","65.56","",""
"14/10/2018 00:00:00 - 14/10/2018 01:00:00","BZN|FR","Without Sequence","48.91","",""
"14/10/2018 01:00:00 - 14/10/2018 02:00:00","BZN|FR","Without Sequence","38.33","",""
"14/10/2018 02:00:00 - 14/10/2018 03:00:00","BZN|FR","Without Sequence","33.69","",""
"14/10/2018 03:00:00 - 14/10/2018 04:00:00","BZN|FR","Without Sequence","34.04","",""
"14/10/2018 04:00:00 - 14/10/2018 05:00:00","BZN|FR","Without Sequence","32.14","",""
"14/10/2018 05:00:00 - 14/10/2018 06:00:00","BZN|FR","Without Sequence","24.68","",""
"14/10/2018 06:00:00 - 14/10/2018 07:00:00","BZN|FR","Without Sequence","28.02","",""
"14/10/2018 07:00:00 - 14/10/2018 08:00:00","BZN|FR","Without Sequence","36.30","",""
"14/10/2018 08:00:00 - 14/10/2018 09:00:00","BZN|FR","Without Sequence","38.87","",""
"14/10/2018 09:00:00 - 14/10/2018 10:00:00","BZN|FR","Without Sequence","38.78","",""
"14/10/2018 10:00:00 - 14/10/2018 11:00:00","BZN|FR","Without Sequence","35.88","",""
"14/10/2018 11:00:00 - 14/10/2018 12:00:00","BZN|FR","Without Sequence","34.98","",""
"14/10/2018 12:00:00 - 14/10/2018 13:00:00","BZN|FR","Without Sequence","36.56","",""
"14/10/2018 13:00:00 - 14/10/2018 14:00:00","BZN|FR","Without Sequence","28.78","",""
"14/10/2018 14:00:00 - 14/10/2018 15:00:00","BZN|FR","Without Sequence","19.73","",""
"14/10/2018 15:00:00 - 14/10/2018 16:00:00","BZN|FR","Without Sequence","23.17","",""
"14/10/2018 16:00:00 - 14/10/2018 17:00:00","BZN|FR","Without Sequence","25.42","",""
"14/10/2018 17:00:00 - 14/10/2018 18:00:00","BZN|FR","Without Sequence","42.86","",""
"14/10/2018 18:00:00 - 14/10/2018 19:00:00","BZN|FR","Without Sequence","56.56","",""
"14/10/2018 19:00:00 - 14/10/2018 20:00:00","BZN|FR","Without Sequence","68.09","",""
"14/10/2018 20:00:00 - 14/10/2018 21:00:00","BZN|FR","Without Sequence","73.36","",""
"14/10/2018 21:00:00 - 14/10/2018 22:00:00","BZN|FR","Without Sequence","54.74","",""
"14/10/2018 22:00:00 - 14/10/2018 23:00:00","BZN|FR","Without Sequence","60.96","",""
"14/10/2018 23:00:00 - 15/10/2018 00:00:00","BZN|FR","Without Sequence","60.96","",""
"15/10/2018 00:00:00 - 15/10/2018 01:00:00","BZN|FR","Without Sequence","49.23","",""
"15/10/2018 01:00:00 - 15/10/2018 02:00:00","BZN|FR","Without Sequence","39.50","",""
"15/10/2018 02:00:00 - 15/10/2018 03:00:00","BZN|FR","Without Sequence","35.81","",""
"15/10/2018 03:00:00 - 15/10/2018 04:00:00","BZN|FR","Without Sequence","35.61","",""
"15/10/2018 04:00:00 - 15/10/2018 05:00:00","BZN|FR","Without Sequence","33.00","",""
"15/10/2018 05:00:00 - 15/10/2018 06:00:00","BZN|FR","Without Sequence","42.00","",""
"15/10/2018 06:00:00 - 15/10/2018 07:00:00","BZN|FR","Without Sequence","60.02","",""
"15/10/2018 07:00:00 - 15/10/2018 08:00:00","BZN|FR","Without Sequence","79.38","",""
"15/10/2018 08:00:00 - 15/10/2018 09:00:00","BZN|FR","Without Sequence","79.05","",""
"15/10/2018 09:00:00 - 15/10/2018 10:00:00","BZN|FR","Without Sequence","82.99","",""
"15/10/2018 10:00:00 - 15/10/2018 11:00:00","BZN|FR","Without Sequence","81.30","",""
"15/10/2018 11:00:00 - 15/10/2018 12:00:00","BZN|FR","Without Sequence","81.17","",""
"15/10/2018 12:00:00 - 15/10/2018 13:00:00","BZN|FR","Without Sequence","74.98","",""
"15/10/2018 13:00:00 - 15/10/2018 14:00:00","BZN|FR","Without Sequence","70.00","",""
"15/10/2018 14:00:00 - 15/10/2018 15:00:00","BZN|FR","Without Sequence","69.64","",""
"15/10/2018 15:00:00 - 15/10/2018 16:00:00","BZN|FR","Without Sequence","70.46","",""
"15/10/2018 16:00:00 - 15/10/2018 17:00:00","BZN|FR","Without Sequence","71.86","",""
"15/10/2018 17:00:00 - 15/10/2018 18:00:00","BZN|FR","Without Sequence","80.28","",""
"15/10/2018 18:00:00 - 15/10/2018 19:00:00","BZN|FR","Without Sequence","90.00","",""
"15/10/2018 19:00:00 - 15/10/2018 20:00:00","BZN|FR","Without Sequence","107.32","",""
"15/10/2018 20:00:00 - 15/10/2018 21:00:00","BZN|FR","Without Sequence","86.95","",""
"15/10/2018 21:00:00 - 15/10/2018 22:00:00","BZN|FR","Without Sequence","75.57","",""
"15/10/2018 22:00:00 - 15/10/2018 23:00:00","BZN|FR","Without Sequence","70.46","",""
"15/10/2018 23:00:00 - 16/10/2018 00:00:00","BZN|FR","Without Sequence","70.46","",""
"16/10/2018 00:00:00 - 16/10/2018 01:00:00","BZN|FR","Without Sequence","56.06","",""
"16/10/2018 01:00:00 - 16/10/2018 02:00:00","BZN|FR","Without Sequence","53.55","",""
"16/10/2018 02:00:00 - 16/10/2018 03:00:00","BZN|FR","Without Sequence","52.01","",""
"16/10/2018 03:00:00 - 16/10/2018 04:00:00","BZN|FR","Without Sequence","51.00","",""
"16/10/2018 04:00:00 - 16/10/2018 05:00:00","BZN|FR","Without Sequence","52.20","",""
"16/10/2018 05:00:00 - 16/10/2018 06:00:00","BZN|FR","Without Sequence","57.02","",""
"16/10/2018 06:00:00 - 16/10/2018 07:00:00","BZN|FR","Without Sequence","73.36","",""
"16/10/2018 07:00:00 - 16/10/2018 08:00:00","BZN|FR","Without Sequence","86.98","",""
"16/10/2018 08:00:00 - 16/10/2018 09:00:00","BZN|FR","Without Sequence","95.01","",""
"16/10/2018 09:00:00 - 16/10/2018 10:00:00","BZN|FR","Without Sequence","86.02","",""
"16/10/2018 10:00:00 - 16/10/2018 11:00:00","BZN|FR","Without Sequence","83.00","",""
"16/10/2018 11:00:00 - 16/10/2018 12:00:00","BZN|FR","Without Sequence","77.84","",""
"16/10/2018 12:00:00 - 16/10/2018 13:00:00","BZN|FR","Without Sequence","74.51","",""
"16/10/2018 13:00:00 - 16/10/2018 14:00:00","BZN|FR","Without Sequence","74.57","",""
"16/10/2018 14:00:00 - 16/10/2018 15:00:00","BZN|FR","Without Sequence","71.79","",""
"16/10/2018 15:00:00 - 16/10/2018 16:00:00","BZN|FR","Without Sequence","72.41","",""
"16/10/2018 16:00:00 - 16/10/2018 17:00:00","BZN|FR","Without Sequence","74.04","",""
"16/10/2018 17:00:00 - 16/10/2018 18:00:00","BZN|FR","Without Sequence","80.95","",""
"16/10/2018 18:00:00 - 16/10/2018 19:00:00","BZN|FR","Without Sequence","89.97","",""
"16/10/2018 19:00:00 - 16/10/2018 20:00:00","BZN|FR","Without Sequence","105.12","",""
"16/10/2018 20:00:00 - 16/10/2018 21:00:00","BZN|FR","Without Sequence","89.42","",""
"16/10/2018 21:00:00 - 16/10/2018 22:00:00","BZN|FR","Without Sequence","76.71","",""
"16/10/2018 22:00:00 - 16/10/2018 23:00:00","BZN|FR","Without Sequence","73.36","",""
"16/10/2018 23:00:00 - 17/10/2018 00:00:00","BZN|FR","Without Sequence","73.36","",""
"17/10/2018 00:00:00 - 17/10/2018 01:00:00","BZN|FR","Without Sequence","63.85","",""
"17/10/2018 01:00:00 - 17/10/2018 02:00:00","BZN|FR","Without Sequence","59.73","",""
"17/10/2018 02:00:00 - 17/10/2018 03:00:00","BZN|FR","Without Sequence","56.98","",""
"17/10/2018 03:00:00 - 17/10/2018 04:00:00","BZN|FR","Without Sequence","51.54","",""
"17/10/2018 04:00:00 - 17/10/2018 05:00:00","BZN|FR","Without Sequence","51.65","",""
"17/10/2018 05:00:00 - 17/10/2018 06:00:00","BZN|FR","Without Sequence","57.71","",""
"17/10/2018 06:00:00 - 17/10/2018 07:00:00","BZN|FR","Without Sequence","73.60","",""
"17/10/2018 07:00:00 - 17/10/2018 08:00:00","BZN|FR","Without Sequence","88.77","",""
"17/10/2018 08:00:00 - 17/10/2018 09:00:00","BZN|FR","Without Sequence","89.99","",""
"17/10/2018 09:00:00 - 17/10/2018 10:00:00","BZN|FR","Without Sequence","87.60","",""
"17/10/2018 10:00:00 - 17/10/2018 11:00:00","BZN|FR","Without Sequence","83.10","",""
"17/10/2018 11:00:00 - 17/10/2018 12:00:00","BZN|FR","Without Sequence","78.20","",""
"17/10/2018 12:00:00 - 17/10/2018 13:00:00","BZN|FR","Without Sequence","75.09","",""
"17/10/2018 13:00:00 - 17/10/2018 14:00:00","BZN|FR","Without Sequence","74.51","",""
"17/10/2018 14:00:00 - 17/10/2018 15:00:00","BZN|FR","Without Sequence","72.25","",""
"17/10/2018 15:00:00 - 17/10/2018 16:00:00","BZN|FR","Without Sequence","71.84","",""
"17/10/2018 16:00:00 - 17/10/2018 17:00:00","BZN|FR","Without Sequence","79.94","",""
"17/10/2018 17:00:00 - 17/10/2018 18:00:00","BZN|FR","Without Sequence","82.94","",""
"17/10/2018 18:00:00 - 17/10/2018 19:00:00","BZN|FR","Without Sequence","89.94","",""
"17/10/2018 19:00:00 - 17/10/2018 20:00:00","BZN|FR","Without Sequence","112.66","",""
"17/10/2018 20:00:00 - 17/10/2018 21:00:00","BZN|FR","Without Sequence","86.14","",""
"17/10/2018 21:00:00 - 17/10/2018 22:00:00","BZN|FR","Without Sequence","75.57","",""
"17/10/2018 22:00:00 - 17/10/2018 23:00:00","BZN|FR","Without Sequence","70.00","",""
"17/10/2018 23:00:00 - 18/10/2018 00:00:00","BZN|FR","Without Sequence","70.00","",""
"18/10/2018 00:00:00 - 18/10/2018 01:00:00","BZN|FR","Without Sequence","57.48","",""
"18/10/2018 01:00:00 - 18/10/2018 02:00:00","BZN|FR","Without Sequence","53.36","",""
"18/10/2018 02:00:00 - 18/10/2018 03:00:00","BZN|FR","Without Sequence","50.75","",""
"18/10/2018 03:00:00 - 18/10/2018 04:00:00","BZN|FR","Without Sequence","48.88","",""
"18/10/2018 04:00:00 - 18/10/2018 05:00:00","BZN|FR","Without Sequence","48.90","",""
"18/10/2018 05:00:00 - 18/10/2018 06:00:00","BZN|FR","Without Sequence","52.32","",""
"18/10/2018 06:00:00 - 18/10/2018 07:00:00","BZN|FR","Without Sequence","61.06","",""
"18/10/2018 07:00:00 - 18/10/2018 08:00:00","BZN|FR","Without Sequence","74.38","",""
"18/10/2018 08:00:00 - 18/10/2018 09:00:00","BZN|FR","Without Sequence","82.99","",""
"18/10/2018 09:00:00 - 18/10/2018 10:00:00","BZN|FR","Without Sequence","80.97","",""
"18/10/2018 10:00:00 - 18/10/2018 11:00:00","BZN|FR","Without Sequence","74.96","",""
"18/10/2018 11:00:00 - 18/10/2018 12:00:00","BZN|FR","Without Sequence","74.49","",""
"18/10/2018 12:00:00 - 18/10/2018 13:00:00","BZN|FR","Without Sequence","70.15","",""
"18/10/2018 13:00:00 - 18/10/2018 14:00:00","BZN|FR","Without Sequence","68.95","",""
"18/10/2018 14:00:00 - 18/10/2018 15:00:00","BZN|FR","Without Sequence","64.16","",""
"18/10/2018 15:00:00 - 18/10/2018 16:00:00","BZN|FR","Without Sequence","62.53","",""
"18/10/2018 16:00:00 - 18/10/2018 17:00:00","BZN|FR","Without Sequence","62.53","",""
"18/10/2018 17:00:00 - 18/10/2018 18:00:00","BZN|FR","Without Sequence","71.69","",""
"18/10/2018 18:00:00 - 18/10/2018 19:00:00","BZN|FR","Without Sequence","80.15","",""
"18/10/2018 19:00:00 - 18/10/2018 20:00:00","BZN|FR","Without Sequence","84.19","",""
"18/10/2018 20:00:00 - 18/10/2018 21:00:00","BZN|FR","Without Sequence","75.48","",""
"18/10/2018 21:00:00 - 18/10/2018 22:00:00","BZN|FR","Without Sequence","66.22","",""
"18/10/2018 22:00:00 - 18/10/2018 23:00:00","BZN|FR","Without Sequence","62.07","",""
"18/10/2018 23:00:00 - 19/10/2018 00:00:00","BZN|FR","Without Sequence","62.07","",""
"19/10/2018 00:00:00 - 19/10/2018 01:00:00","BZN|FR","Without Sequence","54.12","",""
"19/10/2018 01:00:00 - 19/10/2018 02:00:00","BZN|FR","Without Sequence","52.40","",""
"19/10/2018 02:00:00 - 19/10/2018 03:00:00","BZN|FR","Without Sequence","50.63","",""
"19/10/2018 03:00:00 - 19/10/2018 04:00:00","BZN|FR","Without Sequence","49.94","",""
"19/10/2018 04:00:00 - 19/10/2018 05:00:00","BZN|FR","Without Sequence","50.22","",""
"19/10/2018 05:00:00 - 19/10/2018 06:00:00","BZN|FR","Without Sequence","52.25","",""
"19/10/2018 06:00:00 - 19/10/2018 07:00:00","BZN|FR","Without Sequence","57.16","",""
"19/10/2018 07:00:00 - 19/10/2018 08:00:00","BZN|FR","Without Sequence","80.96","",""
"19/10/2018 08:00:00 - 19/10/2018 09:00:00","BZN|FR","Without Sequence","84.09","",""
"19/10/2018 09:00:00 - 19/10/2018 10:00:00","BZN|FR","Without Sequence","84.28","",""
"19/10/2018 10:00:00 - 19/10/2018 11:00:00","BZN|FR","Without Sequence","81.94","",""
"19/10/2018 11:00:00 - 19/10/2018 12:00:00","BZN|FR","Without Sequence","75.19","",""
"19/10/2018 12:00:00 - 19/10/2018 13:00:00","BZN|FR","Without Sequence","69.40","",""
"19/10/2018 13:00:00 - 19/10/2018 14:00:00","BZN|FR","Without Sequence","63.50","",""
"19/10/2018 14:00:00 - 19/10/2018 15:00:00","BZN|FR","Without Sequence","60.91","",""
"19/10/2018 15:00:00 - 19/10/2018 16:00:00","BZN|FR","Without Sequence","60.92","",""
"19/10/2018 16:00:00 - 19/10/2018 17:00:00","BZN|FR","Without Sequence","62.17","",""
"19/10/2018 17:00:00 - 19/10/2018 18:00:00","BZN|FR","Without Sequence","73.77","",""
"19/10/2018 18:00:00 - 19/10/2018 19:00:00","BZN|FR","Without Sequence","81.96","",""
"19/10/2018 19:00:00 - 19/10/2018 20:00:00","BZN|FR","Without Sequence","83.95","",""
"19/10/2018 20:00:00 - 19/10/2018 21:00:00","BZN|FR","Without Sequence","79.48","",""
"19/10/2018 21:00:00 - 19/10/2018 22:00:00","BZN|FR","Without Sequence","68.95","",""
"19/10/2018 22:00:00 - 19/10/2018 23:00:00","BZN|FR","Without Sequence","60.43","",""
"19/10/2018 23:00:00 - 20/10/2018 00:00:00","BZN|FR","Without Sequence","60.43","",""
"20/10/2018 00:00:00 - 20/10/2018 01:00:00","BZN|FR","Without Sequence","64.75","",""
"20/10/2018 01:00:00 - 20/10/2018 02:00:00","BZN|FR","Without Sequence","56.55","",""
"20/10/2018 02:00:00 - 20/10/2018 03:00:00","BZN|FR","Without Sequence","53.01","",""
"20/10/2018 03:00:00 - 20/10/2018 04:00:00","BZN|FR","Without Sequence","51.29","",""
"20/10/2018 04:00:00 - 20/10/2018 05:00:00","BZN|FR","Without Sequence","50.75","",""
"20/10/2018 05:00:00 - 20/10/2018 06:00:00","BZN|FR","Without Sequence","50.00","",""
"20/10/2018 06:00:00 - 20/10/2018 07:00:00","BZN|FR","Without Sequence","52.40","",""
"20/10/2018 07:00:00 - 20/10/2018 08:00:00","BZN|FR","Without Sequence","56.03","",""
"20/10/2018 08:00:00 - 20/10/2018 09:00:00","BZN|FR","Without Sequence","61.97","",""
"20/10/2018 09:00:00 - 20/10/2018 10:00:00","BZN|FR","Without Sequence","70.93","",""
"20/10/2018 10:00:00 - 20/10/2018 11:00:00","BZN|FR","Without Sequence","66.48","",""
"20/10/2018 11:00:00 - 20/10/2018 12:00:00","BZN|FR","Without Sequence","61.78","",""
"20/10/2018 12:00:00 - 20/10/2018 13:00:00","BZN|FR","Without Sequence","59.21","",""
"20/10/2018 13:00:00 - 20/10/2018 14:00:00","BZN|FR","Without Sequence","57.35","",""
"20/10/2018 14:00:00 - 20/10/2018 15:00:00","BZN|FR","Without Sequence","55.01","",""
